facility_id,facility_name,institution_id,institution_name,rr_rule,start_date,report_file_name,cron_expression,file_name,recurrence,local_start_at
1056,Tradition Buffalo Speedway IL,1022,Tradition Senior Living,RRULE:FREQ=DAILY;BYHOUR=13;BYMINUTE=30;COUNT=1,DTSTART:20220812T165800Z,Facility_unplanned_care_services_dashboard,,,,
1057,Carefield Park Visalia,1023,,,,,,,,
1067,Aspen Creek Riverside Soldotna,1027,,,,,,,,
1068,The Monarch at Coconut Creek,1028,"Retirement Unlimited, Inc.",,,,,,,
1068,The Monarch at Coconut Creek,1028,"Retirement Unlimited, Inc.",,,,0 30 9 * * ?,population_summary.pdf,1.0,2022-02-28 16:22:34
1070,Tradition Buffalo Speedway AL and MC,1022,Tradition Senior Living,RRULE:FREQ=DAILY;BYHOUR=15;BYMINUTE=32;COUNT=1,DTSTART:20230308T060000Z,Facility_unplanned_care_services_dashboard,,,,
1070,Tradition Buffalo Speedway AL and MC,1022,Tradition Senior Living,RRULE:FREQ=DAILY;UNTIL=20300101T235900Z;BYHOUR=14;BYMINUTE=00;COUNT=1,DTSTART:20220909T194100Z,Facility_unplanned_care_services_dashboard,,,,
1070,Tradition Buffalo Speedway AL and MC,1022,Tradition Senior Living,RRULE:FREQ=DAILY;BYHOUR=06;BYMINUTE=00;COUNT=1,DTSTART:20230207T060000Z,Facility_unplanned_care_services_dashboard,,,,
1070,Tradition Buffalo Speedway AL and MC,1022,Tradition Senior Living,RRULE:FREQ=WEEKLY;BYDAY=MO;BYHOUR=06;BYMINUTE=00;COUNT=1,DTSTART:20230206T060000Z,Facility_unplanned_care_services_dashboard,,,,
1070,Tradition Buffalo Speedway AL and MC,1022,Tradition Senior Living,RRULE:FREQ=WEEKLY;BYDAY=WE;BYHOUR=15;BYMINUTE=34;COUNT=1,DTSTART:20230308T080000Z,Facility_Beacon_Status_list_report,,,,
1070,Tradition Buffalo Speedway AL and MC,1022,Tradition Senior Living,RRULE:FREQ=DAILY;UNTIL=20241231T235900Z;BYHOUR=07;BYMINUTE=01;COUNT=1,DTSTART:20240325T124700Z,Facility_unplanned_care_services_dashboard,,,,
1070,Tradition Buffalo Speedway AL and MC,1022,Tradition Senior Living,RRULE:FREQ=WEEKLY;BYDAY=MO;BYHOUR=06;BYMINUTE=00;COUNT=1,DTSTART:20230207T170200Z,Staff_Login_or_tempo_Assigment_Report,,,,
1070,Tradition Buffalo Speedway AL and MC,1022,Tradition Senior Living,RRULE:FREQ=WEEKLY;BYDAY=MO;BYHOUR=08;BYMINUTE=15;COUNT=1,DTSTART:20230619T081500Z,Staff_Login_or_tempo_Assigment_Report,,,,
1070,Tradition Buffalo Speedway AL and MC,1022,Tradition Senior Living,,,,,,,
1070,Tradition Buffalo Speedway AL and MC,1022,Tradition Senior Living,RRULE:FREQ=DAILY;BYHOUR=06;BYMINUTE=00;COUNT=1,DTSTART:20230412T060000Z,Facility_unplanned_care_services_dashboard,,,,
1071,Aspen Creek Anchorage,1029,Aspen Creek Senior Living,,,,0 30 9 ? * 1,population_summary.pdf,1.0,2023-01-17 14:52:11
1071,Aspen Creek Anchorage,1029,Aspen Creek Senior Living,,,,"0 30 9 ? * 1,3,6",population_summary.pdf,1.0,2021-10-11 12:20:21
1071,Aspen Creek Anchorage,1029,Aspen Creek Senior Living,,,,"0 30 9 ? * 6,2",population_summary.pdf,1.0,2021-10-11 12:20:21
1071,Aspen Creek Anchorage,1029,Aspen Creek Senior Living,RRULE:FREQ=DAILY;BYHOUR=08;BYMINUTE=15;COUNT=1,DTSTART:20211102T235900Z,Facility_unplanned_care_services_dashboard,,,,
1071,Aspen Creek Anchorage,1029,Aspen Creek Senior Living,,,,0 30 9 * * ?,tempo_battery_level.pdf,1.0,2023-06-14 12:34:10
1078,The Maples at Stoneleigh,1030,,,,,,,,
1080,Morrison Manor,1031,,,,,,,,
1088,Lutheran Village of Ashland,1033,Lutheran Social Services,RRULE:FREQ=MONTHLY;UNTIL=20241231T235900Z;BYMONTHDAY=03;BYHOUR=00;BYMINUTE=00;COUNT=1,DTSTART:20240319T095900Z,Facility_Beacon_Status_list_report,,,,
1088,Lutheran Village of Ashland,1033,Lutheran Social Services,,,,0 30 9 * * ?,population_summary.pdf,1.0,2020-04-09 22:24:35
1089,United Methodist Communities at Bristol Glen,1034,,,,,,,,
1090,Riverquest Assisted Living Soldotna,1035,,,,,,,,
1091,Whitney Place at Sharon,1036,,,,,,,,
1092,The Madyson at Palm Beach Gardens MC,1028,"Retirement Unlimited, Inc.",RRULE:FREQ=WEEKLY;BYDAY=MO;BYHOUR=10;BYMINUTE=53;COUNT=1,DTSTART:20211122T105300Z,Facility_Beacon_Status_list_report,,,,
1092,The Madyson at Palm Beach Gardens MC,1028,"Retirement Unlimited, Inc.",,,,,,,
1093,Inspiritas of Wildwood,1028,"Retirement Unlimited, Inc.",,,,,,,
1122,Villa Bella of Clinton Township,1059,,,,,0 30 9 * * ?,population_summary.pdf,1.0,2021-04-23 12:20:47
1122,Villa Bella of Clinton Township,1059,,RRULE:FREQ=MONTHLY;UNTIL=20210501T235900Z;BYMONTHDAY=01;BYHOUR=00;BYMINUTE=00;COUNT=1,DTSTART:20210401T145700Z,Facility_unplanned_care_services_dashboard,,,,
1122,Villa Bella of Clinton Township,1059,,RRULE:FREQ=MONTHLY;UNTIL=20210401T235900Z;BYMONTHDAY=01;BYHOUR=00;BYMINUTE=00;COUNT=1,DTSTART:20210401T145600Z,Facility_unplanned_care_services_dashboard,,,,
1122,Villa Bella of Clinton Township,1059,,RRULE:FREQ=MONTHLY;UNTIL=20210505T235900Z;BYMONTHDAY=01;BYHOUR=00;BYMINUTE=00;COUNT=1,DTSTART:20210405T145200Z,Facility_unplanned_care_services_dashboard,,,,
1130,Cypress Cove,1062,,,,,,,,
1136,Modena Cherry Creek,1068,Solera Senior Living,,,,0 30 9 ? * 2,tempo_battery_level.pdf,1.0,2024-04-05 15:04:48
1136,Modena Cherry Creek,1068,Solera Senior Living,,,,"0 30 9 ? * 2,3,4,5,6",population_summary.pdf,1.0,2024-05-17 13:50:11
1136,Modena Cherry Creek,1068,Solera Senior Living,RRULE:FREQ=WEEKLY;BYDAY=WE;BYHOUR=10;BYMINUTE=00;COUNT=1,DTSTART:20221123T094200Z,Facility_Beacon_Status_list_report,,,,
1136,Modena Cherry Creek,1068,Solera Senior Living,RRULE:FREQ=DAILY;BYHOUR=08;BYMINUTE=07;COUNT=1,DTSTART:20230104T080800Z,Facility_unplanned_care_services_dashboard,,,,
1136,Modena Cherry Creek,1068,Solera Senior Living,RRULE:FREQ=WEEKLY;BYDAY=MO;BYHOUR=13;BYMINUTE=01;COUNT=1,DTSTART:20240405T130100Z,Facility_Beacon_Status_list_report,,,,
1136,Modena Cherry Creek,1068,Solera Senior Living,RRULE:FREQ=WEEKLY;BYDAY=MO;BYHOUR=12;BYMINUTE=36;COUNT=1,DTSTART:20240419T123600Z,Facility_unplanned_care_services_dashboard,,,,
1136,Modena Cherry Creek,1068,Solera Senior Living,RRULE:FREQ=WEEKLY;BYDAY=MO;BYHOUR=07;BYMINUTE=00;COUNT=1,DTSTART:20240419T123600Z,Facility_unplanned_care_services_dashboard,,,,
1136,Modena Cherry Creek,1068,Solera Senior Living,RRULE:FREQ=MONTHLY;BYMONTHDAY=01;BYHOUR=00;BYMINUTE=00;COUNT=1,DTSTART:20240419T123700Z,Facility_Beacon_Status_list_report,,,,
1152,BridgeWater Assisted Living Tucson,1070,Solterra Senior Living,RRULE:FREQ=WEEKLY;BYDAY=TU;BYHOUR=10;BYMINUTE=00;COUNT=1,DTSTART:20230105T144300Z,Facility_Beacon_Status_list_report,,,,
1152,BridgeWater Assisted Living Tucson,1070,Solterra Senior Living,RRULE:FREQ=DAILY;BYHOUR=10;BYMINUTE=00;COUNT=1,DTSTART:20220208T144800Z,Tempo_Worn_Report,,,,
1152,BridgeWater Assisted Living Tucson,1070,Solterra Senior Living,RRULE:FREQ=DAILY;BYHOUR=10;BYMINUTE=00;COUNT=1,DTSTART:20220208T145400Z,Tempo_Worn_Report,,,,
1152,BridgeWater Assisted Living Tucson,1070,Solterra Senior Living,RRULE:FREQ=DAILY;BYHOUR=10;BYMINUTE=00;COUNT=1,DTSTART:20220303T143200Z,Tempo_Worn_Report,,,,
1152,BridgeWater Assisted Living Tucson,1070,Solterra Senior Living,RRULE:FREQ=DAILY;BYHOUR=10;BYMINUTE=00;COUNT=1,DTSTART:20220303T143300Z,Tempo_Worn_Report,,,,
1152,BridgeWater Assisted Living Tucson,1070,Solterra Senior Living,RRULE:FREQ=DAILY;BYHOUR=15;BYMINUTE=00;COUNT=1,DTSTART:20220930T034100Z,User_Details_report,,,,
1152,BridgeWater Assisted Living Tucson,1070,Solterra Senior Living,RRULE:FREQ=WEEKLY;BYDAY=TU;BYHOUR=08;BYMINUTE=00;COUNT=1,DTSTART:20230228T143800Z,Facility_Beacon_Status_list_report,,,,
1152,BridgeWater Assisted Living Tucson,1070,Solterra Senior Living,RRULE:FREQ=WEEKLY;UNTIL=20230214T235900Z;BYDAY=TU;BYHOUR=12;BYMINUTE=00;COUNT=1,DTSTART:20230214T114700Z,Facility_Beacon_Status_list_report,,,,
1152,BridgeWater Assisted Living Tucson,1070,Solterra Senior Living,RRULE:FREQ=DAILY;BYHOUR=00;BYMINUTE=01;COUNT=1,DTSTART:20230217T134400Z,Staff_Login_or_tempo_Assigment_Report,,,,
1152,BridgeWater Assisted Living Tucson,1070,Solterra Senior Living,RRULE:FREQ=DAILY;BYHOUR=10;BYMINUTE=00;COUNT=1,DTSTART:20230105T090700Z,User_Details_report,,,,
1152,BridgeWater Assisted Living Tucson,1070,Solterra Senior Living,RRULE:FREQ=DAILY;BYHOUR=10;BYMINUTE=00;COUNT=1,DTSTART:20230105T090900Z,Tempo Worn Report,,,,
1152,BridgeWater Assisted Living Tucson,1070,Solterra Senior Living,RRULE:FREQ=DAILY;BYHOUR=10;BYMINUTE=00;COUNT=1,DTSTART:20230105T090800Z,Staff_Login_or_tempo_Assigment_Report,,,,
1152,BridgeWater Assisted Living Tucson,1070,Solterra Senior Living,RRULE:FREQ=WEEKLY;BYDAY=SU;BYHOUR=16;BYMINUTE=07;COUNT=1,DTSTART:20221026T160700Z,Facility_Beacon_Status_list_report,,,,
1152,BridgeWater Assisted Living Tucson,1070,Solterra Senior Living,RRULE:FREQ=WEEKLY;BYDAY=MO;BYHOUR=07;BYMINUTE=00;COUNT=1,DTSTART:20230109T090800Z,Facility_Beacon_Status_list_report,,,,
1152,BridgeWater Assisted Living Tucson,1070,Solterra Senior Living,RRULE:FREQ=DAILY;BYHOUR=10;BYMINUTE=00;COUNT=1,DTSTART:20220208T144300Z,Tempo_Worn_Report,,,,
1152,BridgeWater Assisted Living Tucson,1070,Solterra Senior Living,,,,"0 30 9 ? * 4,2",population_summary.pdf,1.0,2020-09-15 10:56:55
1152,BridgeWater Assisted Living Tucson,1070,Solterra Senior Living,,,,0 30 9 * * ?,population_summary.pdf,1.0,2023-01-05 11:10:07
1155,Tradition Woodway AL and MC,1022,Tradition Senior Living,RRULE:FREQ=WEEKLY;BYDAY=MO;BYHOUR=06;BYMINUTE=00;COUNT=1,DTSTART:20230123T000000Z,Staff_Login_or_tempo_Assigment_Report,,,,
1155,Tradition Woodway AL and MC,1022,Tradition Senior Living,RRULE:FREQ=DAILY;BYHOUR=06;BYMINUTE=00;COUNT=1,DTSTART:20230125T060000Z,Staff_Login_or_tempo_Assigment_Report,,,,
1155,Tradition Woodway AL and MC,1022,Tradition Senior Living,RRULE:FREQ=DAILY;BYHOUR=14;BYMINUTE=05;COUNT=1,DTSTART:20221006T141900Z,Facility_unplanned_care_services_dashboard,,,,
1155,Tradition Woodway AL and MC,1022,Tradition Senior Living,RRULE:FREQ=WEEKLY;BYDAY=WE;BYHOUR=13;BYMINUTE=00;COUNT=1,DTSTART:20220819T115500Z,Facility_Beacon_Status_list_report,,,,
1155,Tradition Woodway AL and MC,1022,Tradition Senior Living,RRULE:FREQ=WEEKLY;BYDAY=WE;BYHOUR=13;BYMINUTE=00;COUNT=1,DTSTART:20220819T095800Z,Facility_Beacon_Status_list_report,,,,
1155,Tradition Woodway AL and MC,1022,Tradition Senior Living,RRULE:FREQ=DAILY;BYHOUR=16;BYMINUTE=17;COUNT=1,DTSTART:20220729T111700Z,Facility_Beacon_Status_list_report,,,,
1155,Tradition Woodway AL and MC,1022,Tradition Senior Living,RRULE:FREQ=DAILY;UNTIL=20230713T235900Z;BYHOUR=14;BYMINUTE=00;COUNT=1,DTSTART:20220713T111500Z,Facility_unplanned_care_services_dashboard,,,,
1155,Tradition Woodway AL and MC,1022,Tradition Senior Living,RRULE:FREQ=DAILY;UNTIL=20241231T235900Z;BYHOUR=07;BYMINUTE=01;COUNT=1,DTSTART:20240325T124200Z,Facility_unplanned_care_services_dashboard,,,,
1155,Tradition Woodway AL and MC,1022,Tradition Senior Living,,,,0 30 9 * * ?,population_summary.pdf,1.0,2022-06-27 12:15:08
1155,Tradition Woodway AL and MC,1022,Tradition Senior Living,,,,0 30 9 * * ?,population_summary.pdf,1.0,2022-06-21 12:46:11
1155,Tradition Woodway AL and MC,1022,Tradition Senior Living,,,,0 30 9 * * ?,population_summary.pdf,1.0,2022-05-24 10:34:39
1155,Tradition Woodway AL and MC,1022,Tradition Senior Living,RRULE:FREQ=DAILY;BYHOUR=06;BYMINUTE=00;COUNT=1,DTSTART:20230124T000000Z,Facility_unplanned_care_services_dashboard,,,,
1155,Tradition Woodway AL and MC,1022,Tradition Senior Living,RRULE:FREQ=WEEKLY;BYDAY=MO;BYHOUR=06;BYMINUTE=00;COUNT=1,DTSTART:20230123T000000Z,Facility_unplanned_care_services_dashboard,,,,
1155,Tradition Woodway AL and MC,1022,Tradition Senior Living,RRULE:FREQ=DAILY;BYHOUR=14;BYMINUTE=00;COUNT=1,DTSTART:20220701T104200Z,Facility_unplanned_care_services_dashboard,,,,
1155,Tradition Woodway AL and MC,1022,Tradition Senior Living,RRULE:FREQ=WEEKLY;BYDAY=MO;BYHOUR=13;BYMINUTE=55;COUNT=1,DTSTART:20240212T000000Z,Tempo_not_connected_alert_report,,,,
1155,Tradition Woodway AL and MC,1022,Tradition Senior Living,RRULE:FREQ=DAILY;UNTIL=20240225T235900Z;BYHOUR=02;BYMINUTE=00;COUNT=1,DTSTART:20240219T000000Z,Facility_unplanned_care_services_dashboard,,,,
1155,Tradition Woodway AL and MC,1022,Tradition Senior Living,RRULE:FREQ=WEEKLY;BYDAY=MO;BYHOUR=13;BYMINUTE=18;COUNT=1,DTSTART:20240219T131800Z,Tempo_not_connected_alert_report,,,,
1155,Tradition Woodway AL and MC,1022,Tradition Senior Living,RRULE:FREQ=WEEKLY;UNTIL=20240218T235900Z;BYDAY=MO;BYHOUR=13;BYMINUTE=50;COUNT=1,DTSTART:20240212T000000Z,Tempo_not_connected_alert_report,,,,
1155,Tradition Woodway AL and MC,1022,Tradition Senior Living,RRULE:FREQ=WEEKLY;BYDAY=MO;BYHOUR=02;BYMINUTE=00;COUNT=1,DTSTART:20240219T130900Z,Facility_unplanned_care_services_dashboard,,,,
1155,Tradition Woodway AL and MC,1022,Tradition Senior Living,RRULE:FREQ=WEEKLY;BYDAY=MO;BYHOUR=13;BYMINUTE=45;COUNT=1,DTSTART:20240219T132800Z,Tempo_not_connected_alert_report,,,,
1155,Tradition Woodway AL and MC,1022,Tradition Senior Living,RRULE:FREQ=WEEKLY;BYDAY=MO;BYHOUR=02;BYMINUTE=00;COUNT=1,DTSTART:20240219T130800Z,Facility_unplanned_care_services_dashboard,,,,
1155,Tradition Woodway AL and MC,1022,Tradition Senior Living,RRULE:FREQ=WEEKLY;BYDAY=MO;BYHOUR=02;BYMINUTE=00;COUNT=1,DTSTART:20240226T020000Z,Facility_unplanned_care_services_dashboard,,,,
1155,Tradition Woodway AL and MC,1022,Tradition Senior Living,RRULE:FREQ=DAILY;BYHOUR=08;BYMINUTE=00;COUNT=1,DTSTART:20230718T141000Z,Facility_unplanned_care_services_dashboard,,,,
1155,Tradition Woodway AL and MC,1022,Tradition Senior Living,RRULE:FREQ=DAILY;UNTIL=20240801T235900Z;BYHOUR=07;BYMINUTE=00;COUNT=1,DTSTART:20230814T135300Z,Facility_unplanned_care_services_dashboard,,,,
1156,Tradition Woodway IL,1022,Tradition Senior Living,,,,,,,
1159,WellQuest Elk Grove,1071,WellQuest,RRULE:FREQ=WEEKLY;BYDAY=WE;BYHOUR=09;BYMINUTE=30;COUNT=1,DTSTART:20210527T113500Z,Facility_unplanned_care_services_dashboard,,,,
1159,WellQuest Elk Grove,1071,WellQuest,RRULE:FREQ=WEEKLY;BYDAY=FR;BYHOUR=09;BYMINUTE=30;COUNT=1,DTSTART:20211104T112100Z,Facility_unplanned_care_services_dashboard,,,,
1159,WellQuest Elk Grove,1071,WellQuest,,,,,,,
1159,WellQuest Elk Grove,1071,WellQuest,RRULE:FREQ=DAILY;BYHOUR=17;BYMINUTE=40;COUNT=1,DTSTART:20220902T104000Z,Facility_Beacon_Status_list_report,,,,
1159,WellQuest Elk Grove,1071,WellQuest,RRULE:FREQ=WEEKLY;BYDAY=FR;BYHOUR=17;BYMINUTE=00;COUNT=1,DTSTART:20220713T114600Z,Facility_unplanned_care_services_dashboard,,,,
1159,WellQuest Elk Grove,1071,WellQuest,RRULE:FREQ=WEEKLY;BYDAY=SA;BYHOUR=08;BYMINUTE=40;COUNT=1,DTSTART:20220312T084000Z,Facility_unplanned_care_services_dashboard,,,,
1164,Trinity Senior Village,1074,,,,,,,,
1165,Majestic Oaks,1075,,RRULE:FREQ=DAILY;BYHOUR=05;BYMINUTE=00;COUNT=1,DTSTART:20201230T143200Z,Tempo_Worn_Report,,,,
1165,Majestic Oaks,1075,,RRULE:FREQ=DAILY;BYHOUR=05;BYMINUTE=00;COUNT=1,DTSTART:20201230T143600Z,Tempo_Worn_Report,,,,
1165,Majestic Oaks,1075,,RRULE:FREQ=DAILY;BYHOUR=05;BYMINUTE=00;COUNT=1,DTSTART:20201230T143500Z,Tempo_Worn_Report,,,,
1165,Majestic Oaks,1075,,,,,"0 30 9 ? * 3,6",population_summary.pdf,1.0,2021-07-12 10:56:51
1165,Majestic Oaks,1075,,,,,0 30 9 * * ?,population_summary.pdf,1.0,2020-12-30 14:20:32
1166,Southern Haven,1076,Lighthouse PCH (RAL),,,,,,,
1168,Maplewood Place,1077,Atria Senior Living,RRULE:FREQ=DAILY;UNTIL=20240229T235900Z;BYHOUR=00;BYMINUTE=00;COUNT=1,DTSTART:20240229T000000Z,Facility_unplanned_care_services_dashboard,,,,
1168,Maplewood Place,1077,Atria Senior Living,RRULE:FREQ=DAILY;BYHOUR=00;BYMINUTE=01;COUNT=1,DTSTART:20240229T000000Z,Facility_unplanned_care_services_dashboard,,,,
1168,Maplewood Place,1077,Atria Senior Living,RRULE:FREQ=WEEKLY;UNTIL=20240302T235900Z;BYDAY=SA;BYHOUR=00;BYMINUTE=01;COUNT=1,DTSTART:20240225T000000Z,Facility_unplanned_care_services_dashboard,,,,
1168,Maplewood Place,1077,Atria Senior Living,RRULE:FREQ=DAILY;UNTIL=20240301T235900Z;BYHOUR=00;BYMINUTE=01;COUNT=1,DTSTART:20240229T000000Z,Facility_unplanned_care_services_dashboard,,,,
1168,Maplewood Place,1077,Atria Senior Living,RRULE:FREQ=DAILY;UNTIL=20210327T235900Z;BYHOUR=11;BYMINUTE=40;COUNT=1,DTSTART:20210326T114000Z,Facility_unplanned_care_services_dashboard,,,,
1168,Maplewood Place,1077,Atria Senior Living,RRULE:FREQ=DAILY;UNTIL=20210731T235900Z;BYHOUR=01;BYMINUTE=00;COUNT=1,DTSTART:20210701T185200Z,Facility_unplanned_care_services_dashboard,,,,
1168,Maplewood Place,1077,Atria Senior Living,RRULE:FREQ=DAILY;BYHOUR=11;BYMINUTE=30;COUNT=1,DTSTART:20210916T113000Z,Facility_unplanned_care_services_dashboard,,,,
1168,Maplewood Place,1077,Atria Senior Living,RRULE:FREQ=DAILY;UNTIL=20221110T235900Z;BYHOUR=09;BYMINUTE=00;COUNT=1,DTSTART:20211110T103200Z,Facility_unplanned_care_services_dashboard,,,,
1168,Maplewood Place,1077,Atria Senior Living,RRULE:FREQ=DAILY;BYHOUR=07;BYMINUTE=00;COUNT=1,DTSTART:20230707T114800Z,Facility_unplanned_care_services_dashboard,,,,
1168,Maplewood Place,1077,Atria Senior Living,RRULE:FREQ=DAILY;UNTIL=20221110T235900Z;BYHOUR=09;BYMINUTE=00;COUNT=1,DTSTART:20211110T104500Z,Facility_unplanned_care_services_dashboard,,,,
1168,Maplewood Place,1077,Atria Senior Living,RRULE:FREQ=DAILY;BYHOUR=07;BYMINUTE=00;COUNT=1,DTSTART:20230707T114400Z,Facility_unplanned_care_services_dashboard,,,,
1168,Maplewood Place,1077,Atria Senior Living,RRULE:FREQ=DAILY;UNTIL=20230629T235900Z;BYHOUR=07;BYMINUTE=00;COUNT=1,DTSTART:20230630T094700Z,Facility_unplanned_care_services_dashboard,,,,
